segment_id_SEG-00313,segment_id_SEG-00483,segment_id_SEG-02129,land_use_Green,land_use_Institutional,land_use_Residential,land_use_Water,storm_drain_type_GratedInlet,storm_drain_type_Manhole,storm_drain_type_OpenChannel,storm_drain_proximity_m
False,False,False,False,False,True,False,True,False,False,130.6
False,False,False,False,False,False,False,False,False,False,74.9
False,False,False,False,False,True,False,False,False,False,97.1
False,False,False,False,False,True,False,True,False,False,13.0
False,False,False,True,False,False,False,False,False,False,197.1
False,False,False,False,False,False,False,False,True,False,26.4
False,False,False,False,False,True,False,False,False,False,183.0
False,False,False,False,False,False,False,False,False,True,199.8
False,False,False,False,False,False,False,False,True,False,72.7
False,False,False,False,False,True,False,False,False,False,59.8
False,False,False,False,False,False,False,False,False,False,79.7
False,False,False,False,False,False,False,False,True,False,58.6
False,False,False,False,False,False,True,False,True,False,149.5
False,False,False,False,False,False,False,False,False,False,159.4
False,False,False,True,False,False,False,False,False,True,232.1
False,False,False,False,False,False,False,False,False,True,205.3
False,False,False,False,False,True,False,True,False,False,2.8
False,False,False,False,False,False,False,False,True,False,118.8
False,False,False,False,False,False,False,False,True,False,35.9
False,False,False,False,False,True,False,False,False,False,23.6
False,False,False,True,False,False,False,False,False,True,244.4
False,False,False,False,False,True,False,True,False,False,100.5
False,False,False,False,True,False,False,True,False,False,209.0
False,False,False,False,False,False,False,False,True,False,183.3
False,False,False,False,False,False,False,False,False,True,28.1
False,False,False,False,False,True,False,False,False,False,307.6
False,False,False,False,False,True,False,True,False,False,106.6
False,False,False,False,False,True,False,False,False,False,6.2
False,False,False,False,False,False,False,True,False,False,193.1
False,False,False,False,False,True,False,False,False,False,76.8
False,False,False,False,False,False,False,False,True,False,148.8
False,False,False,False,False,False,False,False,False,True,164.4
False,False,False,False,False,False,False,False,False,True,192.5
False,False,False,False,False,False,False,False,True,False,27.1
False,False,False,False,False,False,False,False,False,False,8.9
False,False,False,False,False,False,True,False,False,False,393.9
False,False,False,False,False,True,False,True,False,False,190.0
False,False,False,False,False,False,False,False,False,True,110.3
False,False,False,False,False,False,False,False,False,True,352.4
False,False,False,False,False,False,True,False,False,False,327.8
False,False,False,False,False,False,False,False,False,False,13.1
False,False,False,True,False,False,False,True,False,False,153.2
False,False,False,False,False,True,False,False,True,False,95.5
False,False,False,False,False,False,False,True,False,False,25.7
False,False,False,True,False,False,False,False,True,False,183.8
False,False,False,True,False,False,False,True,False,False,52.3
False,False,False,False,False,True,False,True,False,False,71.1
False,False,False,False,False,True,False,True,False,False,10.2
False,False,False,False,False,False,False,False,False,False,33.2
False,False,False,False,False,True,False,False,False,True,36.6
False,False,False,False,False,True,False,True,False,False,61.6
False,False,False,False,False,True,False,False,False,False,107.2
False,False,False,False,False,False,False,False,False,False,4.4
False,False,False,False,False,False,False,False,True,False,127.9
False,False,False,False,False,False,False,False,True,False,17.1
False,False,False,False,False,True,False,False,False,True,147.0
False,False,False,False,False,False,False,False,True,False,61.5
False,False,False,True,False,False,False,False,False,False,47.7
False,False,False,True,False,False,False,False,True,False,57.4
False,False,False,False,False,True,False,False,False,False,141.0
False,False,False,False,False,False,False,False,False,False,227.5
False,False,False,False,False,False,False,True,False,False,43.3
False,False,False,False,False,False,False,False,False,True,367.9
False,False,False,False,False,False,False,True,False,False,103.7
False,False,False,False,False,True,False,False,False,True,336.1
False,False,False,False,False,False,False,True,False,False,106.9
False,False,False,False,False,True,False,False,False,False,1.9
False,False,False,False,False,False,False,False,False,True,160.1
False,False,False,False,False,False,False,True,False,False,131.0
False,False,False,False,False,False,False,False,False,True,267.5
False,False,False,False,False,False,False,False,False,False,50.9
False,False,False,False,True,False,False,False,False,False,516.7
False,False,False,False,False,False,True,False,True,False,161.8
False,False,False,False,False,True,False,False,False,False,365.1
False,False,False,False,False,False,False,False,False,False,99.7
False,False,False,True,False,False,False,False,False,True,337.2
False,False,False,False,False,False,False,False,False,True,246.9
False,False,False,False,False,True,False,False,False,True,40.3
False,False,False,True,False,False,False,False,False,True,334.6
False,False,False,False,True,False,False,False,False,False,211.3
False,False,False,False,True,False,False,True,False,False,169.1
False,False,False,False,False,False,False,False,False,False,102.6
False,False,False,False,False,False,False,False,False,True,75.9
False,False,False,False,False,False,False,True,False,False,163.7
False,False,False,False,False,True,False,True,False,False,100.1
False,False,False,False,False,False,False,False,True,False,48.1
False,False,False,False,False,False,False,True,False,False,131.2
False,False,False,False,False,False,False,False,False,False,110.2
False,False,False,False,False,False,False,False,True,False,52.3
False,False,False,False,False,False,False,False,False,False,48.3
False,False,False,False,False,True,False,False,False,False,83.5
False,False,False,False,False,False,False,False,True,False,21.8
False,False,False,False,False,False,True,False,True,False,81.0
False,False,False,False,False,False,False,False,False,True,2.7
False,False,False,False,False,False,False,True,False,False,62.1
False,False,False,False,False,False,False,False,False,False,69.0
False,False,False,True,False,False,False,False,False,True,119.2
False,False,False,False,False,False,False,False,False,True,123.4
False,False,False,False,False,False,False,False,True,False,103.0
False,False,False,False,False,False,False,False,False,False,69.1
False,False,False,False,False,False,False,False,True,False,47.3
False,False,False,False,False,True,False,False,False,False,71.7
False,False,False,False,False,False,False,False,False,True,63.2
False,False,False,False,False,True,False,False,False,False,306.4
False,False,False,False,False,True,False,False,False,False,42.2
False,False,False,False,False,False,False,True,False,False,132.6
False,False,False,False,False,False,False,False,False,True,6.5
False,False,False,False,False,True,False,True,False,False,1.0
False,False,False,False,False,False,False,True,False,False,168.2
False,False,False,False,False,False,False,False,True,False,99.8
False,False,False,True,False,False,False,False,True,False,153.5
False,False,False,False,False,False,False,False,False,False,30.4
False,False,False,False,False,True,False,False,False,False,156.9
False,False,False,False,False,False,False,False,False,True,178.1
False,False,False,False,False,False,False,False,True,False,161.0
False,False,False,False,False,False,False,False,True,False,19.6
False,False,False,False,False,True,False,False,True,False,79.9
False,False,False,False,False,True,False,True,False,False,34.5
False,False,False,False,False,True,False,False,False,True,129.6
False,False,False,True,False,False,False,False,True,False,106.5
False,False,False,True,False,False,False,False,False,True,161.8
False,False,False,False,False,False,False,False,True,False,114.7
False,False,False,False,False,False,False,False,True,False,62.0
False,False,False,False,False,False,False,False,True,False,88.7
False,False,False,False,False,True,False,False,True,False,129.2
False,False,False,False,False,False,False,False,False,False,50.5
False,False,False,False,False,False,False,False,False,False,140.9
False,False,False,False,False,True,False,True,False,False,81.7
False,False,False,False,False,False,False,True,False,False,78.6
False,False,False,False,False,True,False,False,True,False,131.0
False,False,False,False,False,True,False,True,False,False,26.5
False,False,False,False,False,False,False,True,False,False,109.8
False,False,False,False,False,True,False,False,False,False,20.4
False,False,False,True,False,False,False,False,False,True,17.4
False,False,False,False,False,True,False,False,False,True,333.0
False,False,False,False,False,True,False,True,False,False,57.9
False,False,False,False,False,True,False,False,False,True,360.9
False,False,False,False,False,True,False,True,False,False,128.1
False,False,False,False,False,True,False,False,False,False,102.3
False,False,False,False,False,False,False,False,False,True,265.3
False,False,False,False,False,False,False,False,False,True,143.3
False,False,False,False,False,False,True,False,True,False,274.3
False,False,False,False,False,True,False,False,False,False,57.1
False,False,False,True,False,False,False,False,False,False,38.6
False,False,False,True,False,False,False,False,False,True,234.9
False,False,False,False,False,False,False,False,False,False,45.8
False,False,False,False,False,True,False,False,True,False,100.8
False,False,False,False,False,False,False,True,False,False,6.9
False,False,False,False,False,True,False,False,False,False,34.0
False,False,False,False,False,False,True,False,False,True,484.3
False,False,False,False,False,False,False,False,False,False,64.8
False,False,False,False,False,False,False,True,False,False,86.6
False,False,False,False,False,False,False,False,False,True,166.7
False,False,False,False,False,False,False,False,True,False,79.9
False,False,False,False,False,False,False,False,True,False,89.8
False,False,False,True,False,False,False,False,False,False,246.3
False,False,False,False,False,True,False,False,False,True,158.3
False,False,False,False,False,False,False,False,True,False,6.1
False,False,False,False,False,True,False,False,False,False,72.4
False,False,False,False,False,False,False,False,False,True,101.9
False,False,False,False,False,False,False,False,True,False,84.5
False,False,False,False,False,False,False,False,True,False,236.4
False,False,False,True,False,False,False,False,False,False,346.5
False,False,False,False,False,True,False,False,True,False,84.2
False,False,False,False,False,False,False,False,True,False,8.9
False,False,False,False,False,False,False,False,True,False,45.1
False,False,False,False,False,False,False,False,False,False,77.7
False,False,False,True,False,False,False,True,False,False,204.2
False,False,False,False,False,True,False,False,False,False,495.5
False,False,False,False,False,True,False,False,False,True,174.8
False,False,False,False,False,False,True,False,False,True,139.2
False,False,False,True,False,False,False,False,False,False,49.6
False,False,False,True,False,False,False,False,False,False,242.3
False,False,False,False,False,False,False,False,True,False,101.1
False,False,False,True,False,False,False,False,False,True,173.2
False,False,False,False,False,False,False,False,False,False,38.0
False,False,False,True,False,False,False,False,False,True,89.7
False,False,False,False,False,True,False,False,True,False,113.4
False,False,False,False,False,True,False,False,False,True,105.7
False,False,False,False,False,True,False,False,False,False,26.1
False,False,False,False,False,False,False,True,False,False,64.5
False,False,False,False,False,False,False,False,True,False,82.8
False,False,False,False,False,False,False,False,False,False,89.6
False,False,False,False,False,False,False,False,False,False,484.6
False,False,False,False,False,False,False,True,False,False,82.7
False,False,False,True,False,False,False,False,True,False,104.1
False,False,False,False,False,True,False,True,False,False,143.9
False,False,False,False,False,True,False,False,True,False,147.9
False,False,False,False,False,True,False,True,False,False,64.9
False,False,False,False,False,True,False,False,False,False,299.2
False,False,False,False,False,False,False,True,False,False,28.0
False,False,False,True,False,False,False,True,False,False,60.6
False,False,False,False,False,False,False,False,True,False,54.5
False,False,False,False,True,False,False,True,False,False,350.0
False,False,False,False,False,True,False,True,False,False,89.6
False,False,False,False,False,False,False,False,False,True,128.9
False,False,False,True,False,False,False,True,False,False,367.6
False,False,False,False,False,True,False,True,False,False,72.0
False,False,False,False,False,False,False,True,False,False,45.5
False,False,False,False,False,True,False,False,True,False,23.1
False,False,False,False,False,False,False,False,False,False,445.0
False,False,False,False,False,True,False,False,True,False,33.7
False,False,False,False,False,True,False,False,True,False,44.3
False,False,False,False,False,False,False,True,False,False,41.2
False,False,False,False,False,False,False,True,False,False,52.5
False,False,False,False,False,True,False,False,False,True,304.0
False,False,False,False,False,False,False,False,False,False,387.1
False,False,False,False,False,False,False,False,False,False,70.2
False,False,False,False,False,False,False,False,False,True,258.5
False,False,False,False,False,False,True,False,False,False,296.4
False,False,False,False,False,True,False,False,True,False,175.3
False,False,False,True,False,False,False,True,False,False,95.6
False,False,False,False,False,False,False,True,False,False,51.3
False,False,False,False,False,False,False,False,False,False,49.9
False,False,False,False,False,False,False,False,False,True,155.5
False,False,False,False,False,False,False,True,False,False,61.6
False,False,False,False,False,True,False,False,False,False,28.9
False,False,False,False,False,True,False,True,False,False,57.9
False,False,False,False,False,False,False,False,False,True,105.5
False,False,False,False,False,True,False,False,False,False,159.0
False,False,False,False,False,False,False,False,True,False,27.8
False,False,False,False,False,True,False,False,False,True,42.7
False,False,False,False,False,False,False,True,False,False,68.7
False,False,False,False,False,False,False,False,True,False,220.6
False,False,False,False,False,False,False,False,True,False,111.7
False,False,False,False,False,False,False,False,True,False,83.8
False,False,False,False,False,False,True,False,False,True,199.7
False,False,False,False,False,False,False,True,False,False,72.2
False,False,False,False,False,False,False,False,True,False,51.5
False,False,False,True,False,False,False,False,False,True,286.0
False,False,False,False,False,False,False,False,False,False,96.0
False,False,False,True,False,False,False,False,True,False,31.3
False,False,False,False,False,False,False,False,False,False,232.6
False,False,False,True,False,False,False,False,False,True,182.8
False,False,False,False,False,True,False,False,False,False,160.0
False,False,False,False,False,False,False,False,True,False,70.8
False,False,False,False,False,False,False,False,False,True,14.7
False,False,False,False,False,True,False,True,False,False,127.9
False,False,False,False,False,True,False,False,False,False,21.9
False,False,False,False,False,True,False,False,False,False,125.0
False,False,False,False,False,False,False,False,True,False,131.1
False,False,False,False,False,False,False,False,False,True,247.9
False,False,False,False,False,True,False,False,True,False,75.6
False,False,False,False,False,True,False,False,False,False,112.6
False,False,False,False,False,False,False,True,False,False,140.7
False,False,False,True,False,False,False,False,False,True,108.1
False,False,False,False,False,False,False,False,False,False,82.3
False,False,False,False,False,False,False,True,False,False,96.0
False,False,False,False,True,False,False,False,True,False,133.0
False,False,False,False,False,False,False,False,False,False,252.9
False,False,False,False,False,True,False,False,False,False,461.6
False,False,False,True,False,False,False,False,False,False,147.8
False,False,False,False,False,False,False,True,False,False,38.2
False,False,False,False,False,True,False,False,False,False,67.8
False,False,False,True,False,False,False,False,True,False,355.0
False,False,False,False,False,False,False,True,False,False,91.6
False,False,False,True,False,False,False,False,True,False,244.9
False,False,False,False,False,False,False,False,True,False,83.5
False,False,False,False,False,True,False,False,False,False,36.2
False,False,False,False,False,False,False,False,False,True,137.4
False,False,False,False,False,False,False,False,False,False,478.9
False,False,False,False,False,False,False,False,True,False,91.6
False,False,False,True,False,False,False,False,True,False,346.2
False,False,False,False,False,False,False,False,True,False,4.6
False,False,False,False,False,False,False,True,False,False,96.4
False,False,False,True,False,False,False,False,True,False,98.7
False,False,False,False,False,False,False,False,False,False,77.4
False,False,False,False,False,False,False,False,False,False,48.4
False,False,False,False,True,False,False,False,True,False,133.4
False,False,False,False,True,False,False,False,False,False,118.7
False,False,False,False,False,False,False,False,True,False,62.6
False,False,False,False,False,False,False,False,False,True,228.9
False,False,False,False,False,False,False,False,True,False,91.5
False,False,False,False,False,True,False,False,False,False,176.7
False,False,False,False,False,False,True,False,False,True,176.9
False,False,False,False,False,False,False,False,False,False,67.0
False,False,False,False,False,True,False,False,False,True,81.8
False,False,False,False,False,True,False,False,False,False,61.0
False,False,False,False,False,False,False,False,True,False,59.5
False,False,False,False,False,False,False,True,False,False,14.9
False,False,False,False,False,True,False,False,False,False,61.0
False,False,False,False,False,False,False,False,False,False,115.8
False,False,False,False,False,False,False,False,False,True,154.6
False,False,False,False,False,False,False,False,True,False,74.1
False,False,False,False,False,False,False,False,False,True,249.7
False,False,False,True,False,False,False,False,True,False,145.6
False,False,False,False,False,True,False,False,True,False,25.0
False,False,False,False,False,False,False,False,False,True,243.2
False,False,False,False,False,False,False,False,True,False,129.2
False,False,False,False,False,False,False,False,True,False,60.0
False,False,False,False,False,False,False,False,False,True,32.6
False,False,False,False,False,False,False,True,False,False,33.1
False,False,False,False,False,False,False,False,False,False,33.6
False,False,False,False,False,False,False,False,False,True,13.6
False,False,False,False,False,False,False,False,False,True,192.9
False,False,False,False,False,False,False,False,False,True,225.3
False,False,False,False,False,False,True,True,False,False,229.5
False,False,False,False,False,True,False,False,True,False,17.2
False,False,False,False,False,False,True,True,False,False,49.1
False,False,False,False,False,True,False,False,False,True,162.3
False,False,False,False,False,True,False,True,False,False,21.7
False,False,False,False,False,False,False,False,False,False,135.7
False,False,False,False,False,True,False,True,False,False,69.7
False,False,False,False,False,False,False,False,False,True,363.4
False,False,False,True,False,False,False,False,False,False,333.8
False,False,False,False,False,False,False,False,False,False,98.9
False,False,False,False,False,False,False,False,False,True,190.2
False,False,False,False,False,False,False,True,False,False,91.3
False,False,False,False,False,False,False,False,False,False,22.5
False,False,False,False,False,False,False,False,False,False,28.9
False,False,False,False,False,False,False,False,False,False,79.0
False,False,False,True,False,False,False,False,False,True,236.3
False,False,False,False,False,True,False,False,False,False,54.4
False,False,False,False,False,True,False,True,False,False,105.6
False,False,False,False,False,False,False,False,False,False,65.6
False,False,False,False,False,False,False,True,False,False,154.1
False,False,False,False,False,False,False,False,True,False,57.2
False,False,False,False,False,False,False,False,False,True,84.4
False,False,False,False,False,True,False,True,False,False,102.2
False,False,False,False,False,True,False,False,False,False,93.4
False,False,False,False,False,False,False,False,True,False,30.2
False,False,False,False,False,False,False,False,False,False,507.0
False,False,False,False,False,True,False,False,False,True,33.5
False,False,False,False,False,False,False,True,False,False,23.1
False,False,False,False,False,True,False,True,False,False,22.8
False,False,False,False,False,False,False,True,False,False,38.5
False,False,False,False,False,True,False,False,True,False,38.3
False,False,False,True,False,False,False,False,True,False,292.0
False,False,False,True,False,False,False,False,False,False,254.0
False,False,False,False,False,True,False,True,False,False,131.1
False,False,False,False,True,False,False,False,False,False,231.1
False,False,False,False,False,False,False,False,False,True,409.9
False,False,False,False,False,False,False,False,False,False,90.8
False,False,False,False,False,True,False,False,True,False,61.7
False,False,False,False,False,False,False,False,False,False,49.8
False,False,False,False,False,False,False,False,False,False,69.6
False,False,False,False,False,False,False,False,False,True,274.9
False,False,False,False,False,False,False,False,True,False,52.7
False,False,False,True,False,False,False,False,False,True,216.8
False,False,False,False,False,True,False,False,True,False,48.6
False,False,False,False,False,False,False,True,False,False,88.8
False,False,False,False,False,True,False,True,False,False,61.9
False,False,False,False,False,True,False,False,False,True,126.0
False,False,False,False,False,False,False,False,False,True,409.6
False,False,False,True,False,False,False,True,False,False,139.8
False,False,False,False,False,False,False,True,False,False,27.3
False,False,False,False,False,False,False,False,False,False,47.6
False,False,False,False,False,False,False,False,True,False,74.7
False,False,False,False,False,False,False,False,False,True,34.5
False,False,False,True,False,False,False,False,True,False,174.5
False,False,False,False,False,True,False,True,False,False,48.0
False,False,False,False,False,False,False,False,False,False,36.1
False,False,False,False,False,False,False,False,False,False,115.0
False,False,False,False,False,True,False,False,True,False,18.5
False,False,False,True,False,False,False,False,False,False,292.1
False,False,False,False,False,True,False,False,False,False,150.4
False,False,False,False,False,False,False,True,False,False,7.4
False,False,False,False,False,True,False,False,False,False,12.6
False,False,False,False,False,False,False,False,True,False,92.2
False,False,False,True,False,False,False,False,True,False,351.0
False,False,False,False,False,False,False,False,False,False,162.6
False,False,False,False,False,True,False,False,False,False,130.4
False,False,False,False,False,False,False,False,False,False,400.0
False,False,False,True,False,False,False,False,False,False,147.3
False,False,False,False,False,False,False,False,True,False,30.3
False,False,False,False,False,True,False,False,True,False,170.9
False,False,False,False,False,False,False,False,True,False,122.6
False,False,False,False,False,False,False,False,False,True,114.2
False,False,False,False,False,True,False,False,False,False,35.9
False,False,False,False,False,True,False,False,True,False,97.1
False,False,False,False,False,False,True,False,False,True,162.5
False,False,False,False,False,True,False,False,False,False,96.8
False,False,False,False,False,False,False,False,True,False,33.8
False,False,False,False,False,False,False,False,True,False,79.2
False,False,False,False,False,False,False,False,False,False,92.5
False,False,False,False,False,False,False,True,False,False,28.7
False,False,False,True,False,False,False,False,False,True,60.5
False,False,False,False,False,False,False,False,True,False,79.1
False,False,False,False,False,False,False,False,False,False,207.1
False,False,False,False,False,True,False,True,False,False,16.0
False,False,False,False,False,False,False,False,False,False,26.6
False,False,False,True,False,False,False,True,False,False,255.5
False,False,False,False,True,False,False,False,True,False,80.8
False,False,False,False,False,False,False,True,False,False,82.6
False,False,False,True,False,False,False,False,False,False,523.1
False,False,False,False,False,False,False,True,False,False,52.6
False,False,False,False,False,False,False,False,True,False,17.4
False,False,False,False,False,False,False,False,False,False,121.9
False,False,False,False,False,False,False,True,False,False,110.4
False,False,False,False,False,False,False,True,False,False,40.7
False,False,False,False,False,False,False,False,True,False,7.1
False,False,False,False,False,True,False,False,False,False,215.2
False,False,False,False,False,False,False,False,False,False,47.4
False,False,False,False,False,False,False,False,False,False,164.7
False,False,False,False,False,True,False,False,False,False,128.2
False,False,False,False,False,True,False,True,False,False,112.2
False,False,False,False,False,True,False,False,False,False,129.5
False,False,False,False,False,False,False,True,False,False,32.7
False,False,False,False,False,True,False,False,False,False,26.7
False,False,False,False,False,True,False,False,True,False,51.2
False,False,False,False,False,False,False,False,True,False,53.7
False,False,False,True,False,False,False,False,True,False,112.9
False,False,False,False,False,False,False,False,False,True,227.0
False,False,False,False,False,False,False,False,False,True,73.1
False,False,False,False,False,False,False,False,False,False,511.3
False,False,False,True,False,False,False,False,False,True,74.9
False,False,False,False,False,False,False,False,True,False,58.0
False,False,False,True,False,False,False,False,True,False,98.5
False,False,False,False,False,False,False,False,False,True,41.0
False,False,False,False,False,True,False,False,False,False,189.7
False,False,False,False,False,True,False,False,True,False,173.4
False,False,False,False,False,False,False,True,False,False,48.8
False,False,False,False,False,False,False,False,True,False,55.7
False,False,False,True,False,False,False,True,False,False,78.4
False,False,False,True,False,False,False,False,False,True,149.3
False,False,False,False,False,False,False,False,False,True,12.9
False,False,False,False,False,True,False,False,False,True,202.0
False,False,False,False,False,False,False,False,False,True,64.3
False,False,False,False,False,False,False,False,False,False,57.9
False,False,False,False,False,False,True,False,True,False,371.9
False,False,False,True,False,False,False,False,True,False,110.3
False,False,False,False,False,False,True,False,False,True,181.7
False,False,False,False,False,True,False,False,False,False,66.7
False,False,False,False,False,True,False,False,False,True,160.8
False,False,False,False,False,False,False,False,False,True,133.6
False,False,False,True,False,False,False,True,False,False,351.6
False,False,False,False,False,False,False,False,True,False,56.9
False,False,False,False,False,False,False,False,True,False,97.0
False,False,False,False,False,True,False,False,False,False,156.2
False,False,False,False,False,False,False,False,False,False,240.0
False,False,False,False,False,False,False,False,False,False,406.7
False,False,False,False,False,True,False,False,False,True,282.5
False,False,False,False,False,False,False,False,False,False,181.7
False,False,False,True,False,False,False,False,False,False,78.8
False,False,False,False,False,False,False,False,False,False,134.8
False,False,False,False,False,False,False,False,True,False,92.1
False,False,False,True,False,False,False,False,False,False,317.8
False,False,False,False,False,False,False,False,False,True,212.8
False,False,False,False,False,True,False,False,False,False,21.9
False,False,False,False,False,False,False,False,False,False,84.3
False,False,False,False,False,True,False,True,False,False,84.0
False,False,False,False,False,False,False,False,False,False,146.8
False,False,False,False,False,False,False,False,False,False,102.2
False,False,False,True,False,False,False,False,False,False,181.7
False,False,False,False,False,True,False,True,False,False,151.7
False,False,False,False,False,False,False,True,False,False,119.6
False,False,False,False,False,False,False,True,False,False,21.2
False,False,False,False,False,True,False,True,False,False,4.4
False,False,False,False,False,False,False,True,False,False,77.2
False,False,False,False,False,False,False,False,True,False,38.3
False,False,False,False,False,False,False,False,False,False,322.1
False,False,False,False,False,False,True,False,False,False,174.4
False,False,False,False,False,True,False,False,False,False,2.9
False,False,False,False,False,False,False,False,False,True,206.2
False,False,False,False,False,False,False,False,True,False,62.5
False,False,False,False,False,False,False,False,True,False,29.0
False,False,False,True,False,False,False,False,True,False,176.6
False,False,False,False,False,False,False,False,True,False,62.0
False,False,False,False,False,False,False,True,False,False,127.8
False,False,False,False,False,False,False,True,False,False,50.7
False,False,False,False,False,False,False,False,False,False,148.9
False,False,False,False,False,False,False,False,False,False,82.2
False,False,False,False,False,False,False,False,False,False,9.3
False,False,False,False,False,False,False,False,True,False,160.7
False,False,False,True,False,False,False,False,False,False,302.2
False,False,False,False,False,False,False,False,False,False,125.6
False,False,False,False,False,True,False,False,False,True,265.5
False,False,False,False,False,False,False,False,True,False,34.7
False,False,False,False,False,True,False,True,False,False,26.9
False,False,False,False,False,False,False,False,False,True,381.2
False,False,False,False,False,False,False,True,False,False,65.5
False,False,False,False,False,False,False,False,True,False,117.5
False,False,False,False,False,True,False,False,False,False,231.1
False,False,False,True,False,False,False,True,False,False,301.6
False,False,False,False,False,True,False,False,False,False,110.0
False,False,False,False,False,True,False,False,True,False,25.3
False,False,False,False,False,False,False,True,False,False,35.4
False,False,False,False,False,False,False,False,True,False,62.0
False,False,False,False,False,False,False,False,False,False,393.7
False,False,False,False,False,False,False,False,True,False,81.2
False,False,False,True,False,False,False,True,False,False,183.6
False,False,False,False,False,True,False,False,True,False,135.9
False,False,False,False,False,False,False,False,False,False,35.9
False,False,False,False,False,True,False,False,True,False,52.2
False,False,False,False,False,False,False,False,False,True,383.5
False,False,False,False,False,True,False,False,False,False,107.4
False,False,False,False,False,True,False,False,False,False,82.5
False,False,False,False,False,True,False,False,False,False,97.0
False,False,False,False,False,False,False,True,False,False,46.2
False,False,False,False,False,True,False,True,False,False,101.5
False,False,False,True,False,False,False,True,False,False,56.2
False,False,False,False,False,False,False,False,False,True,484.6
False,False,False,False,False,True,False,True,False,False,5.5
False,False,False,False,False,False,False,False,False,True,118.1
False,False,False,False,False,True,False,False,False,False,74.1
False,False,False,False,False,True,False,False,False,False,53.8
False,False,False,False,False,True,False,True,False,False,41.6
False,False,False,False,False,True,False,True,False,False,95.0
False,False,False,False,False,False,False,False,False,False,116.1
False,False,False,False,False,False,False,False,False,False,90.4
False,False,False,False,False,False,False,True,False,False,104.5
False,False,False,False,False,False,False,False,False,False,70.6
False,False,False,False,False,False,False,False,False,False,142.5
False,False,False,False,False,True,False,False,False,True,210.3
False,False,False,False,False,True,False,False,True,False,0.7
False,False,False,False,False,False,False,False,False,False,120.5
False,False,False,False,False,True,False,True,False,False,127.1
False,False,False,False,False,True,False,False,True,False,56.1
False,False,False,False,False,True,False,False,False,False,58.5
False,False,False,False,False,True,False,False,False,True,10.2
False,False,False,False,False,False,False,True,False,False,90.0
False,False,False,False,False,False,False,False,False,False,265.6
False,False,False,False,False,False,False,False,False,False,264.2
False,False,False,False,False,False,False,False,False,True,164.6
False,False,False,False,False,False,False,False,False,True,59.4
False,False,False,False,False,True,False,False,True,False,92.9
False,False,False,False,False,False,False,False,False,False,65.8
False,False,False,False,False,False,False,False,False,False,53.2
False,False,False,False,False,False,False,False,False,False,282.8
False,False,False,False,True,False,False,False,False,True,223.1
False,False,False,False,False,False,False,False,False,False,156.0
False,False,False,False,False,True,False,False,False,True,173.2
False,False,False,True,False,False,False,True,False,False,304.2
False,False,False,False,False,True,False,True,False,False,58.1
False,False,False,False,True,False,False,False,False,True,319.3
False,False,False,False,True,False,False,True,False,False,132.6
False,False,False,False,False,False,False,False,False,False,49.4
False,False,False,False,True,False,False,True,False,False,144.8
False,False,False,False,False,False,False,False,False,True,154.3
False,False,False,False,False,False,False,False,False,False,12.6
False,False,False,False,False,True,False,False,False,True,171.1
False,False,False,True,False,False,False,True,False,False,436.0
False,False,False,False,False,True,False,False,True,False,116.6
False,False,False,False,False,False,False,False,True,False,11.1
False,False,False,True,False,False,False,True,False,False,314.6
False,False,False,True,False,False,False,False,False,False,151.9
False,False,False,False,True,False,False,True,False,False,115.8
False,False,False,False,False,True,False,False,False,False,208.8
False,False,False,True,False,False,False,True,False,False,52.9
False,False,False,False,False,False,False,True,False,False,93.9
False,False,False,False,False,False,True,True,False,False,87.8
False,False,False,False,False,False,False,False,False,False,582.3
False,False,False,False,False,True,False,False,False,False,68.3
False,False,False,False,False,False,False,True,False,False,10.6
False,False,False,False,False,False,False,False,False,False,78.9
False,False,False,False,False,False,False,True,False,False,159.2
False,False,False,False,False,True,False,False,True,False,28.0
False,False,False,True,False,False,False,False,False,False,316.8
False,False,False,False,False,True,False,False,False,False,106.5
False,False,False,False,False,False,True,False,True,False,308.1
False,False,False,False,False,False,False,False,False,True,66.1
False,False,False,False,False,True,False,True,False,False,56.7
False,False,False,True,False,False,False,False,False,False,96.9
False,False,False,False,False,True,False,False,False,False,113.3
False,False,False,False,False,False,False,False,False,False,89.6
False,False,False,True,False,False,False,False,True,False,234.1
False,False,False,False,False,False,False,False,True,False,33.6
False,False,False,False,False,True,False,False,False,False,98.4
False,False,False,False,False,True,False,False,False,False,30.2
False,False,False,False,False,False,False,False,False,False,76.6
False,False,False,False,False,False,False,True,False,False,1.5
False,False,False,False,False,False,False,False,False,False,449.0
False,False,False,False,False,False,False,False,True,False,16.0
False,False,False,False,False,False,False,False,False,True,95.2
False,False,False,False,False,False,False,False,False,False,86.4
False,False,False,False,False,False,False,False,False,False,0.2
False,False,False,False,False,False,False,False,True,False,152.9
False,False,False,False,False,False,False,True,False,False,22.6
False,False,False,False,False,False,False,False,False,False,26.7
False,False,False,False,False,False,True,True,False,False,272.2
False,False,False,False,False,True,False,False,False,False,450.8
False,False,False,True,False,False,False,False,False,False,284.2
False,False,False,False,False,False,False,True,False,False,29.5
False,False,False,False,False,True,False,True,False,False,16.1
False,False,False,False,False,False,False,True,False,False,24.2
False,False,False,False,False,True,False,False,False,True,183.8
False,False,False,False,False,True,False,False,False,False,138.9
False,False,False,False,False,True,False,False,True,False,52.7
